sample	title	series
GSM1702606	H358_SC44	GSE69405
GSM1702621	H358_SC74	GSE69405
GSM2355684	9941_H460-RNF-2	GSE88943
GSM1662738	Blood_Platelets_Lung-74	GSE68086
GSM1702623	H358_SC76	GSE69405
GSM1702609	H358_SC55	GSE69405
GSM1702589	H358_SC09	GSE69405
GSM2113425	HCC78_sgRNA-GFP_Cas9_2	GSE80136
GSM1662726	Blood_Platelets_Lung-25	GSE68086
GSM1662720	Blood_Platelets_Lung-15	GSE68086
GSM1702592	H358_SC12	GSE69405
GSM1702614	H358_SC65	GSE69405
GSM1702598	H358_SC24	GSE69405
GSM1702624	H358_SC79	GSE69405
GSM2355674	9931_A549-Ctrl-2	GSE88943
GSM2355678	9935_H1299-Ctrl-2	GSE88943
GSM1702599	H358_SC25	GSE69405
GSM1662715	Blood_Platelets_Lung-06	GSE68086
GSM1702619	H358_SC71	GSE69405
GSM1906394	neusRNA-seq EU-labeled IMR90hTert cells, (SS) rep1	GSE73929-GSE73936
GSM1662718	Blood_Platelets_Lung-12	GSE68086
GSM1662729	Blood_Platelets_Lung-29	GSE68086
GSM2114338	A549_GFPkd_3	GSE80182
GSM1573115	WGC023775R	GSE64513
GSM2355673	9929_BEAS-2B-RNF-2	GSE88943
GSM1702613	H358_SC63	GSE69405
GSM2113427	H441_sgRNA-S34F_Cas9_1	GSE80136
GSM1702590	H358_SC10	GSE69405
GSM1662713	Blood_Platelets_Lung-0119	GSE68086
GSM1702602	H358_SC34	GSE69405
GSM1662735	Blood_Platelets_Lung-58	GSE68086
GSM1662716	Blood_Platelets_Lung-07	GSE68086
GSM1702616	H358_SC68	GSE69405
GSM1702600	H358_SC29	GSE69405
GSM1702603	H358_SC38	GSE69405
GSM1906398	neusRNA-seq mock(DMSO)-labeled IMR90hTert cells, (SS) rep2	GSE73929-GSE73936
GSM1906388	neusRNA-seq EU-labeled IMR90hTert cells, (FBS) rep1	GSE73929-GSE73936
GSM1702625	H358_SC80	GSE69405
GSM2113303	V1-36	GSE80126
GSM1702627	H358_SC84	GSE69405
GSM2114344	A549_MEP50kd_3	GSE80182
GSM1702594	H358_SC16	GSE69405
GSM1573118	WGC023778R	GSE64513
GSM1662732	Blood_Platelets_Lung-40	GSE68086
GSM1662736	Blood_Platelets_Lung-61	GSE68086
GSM1662712	Blood_Platelets_Lung-0112	GSE68086
GSM1662740	Blood_Platelets_Lung-L.15	GSE68086
GSM2113418	WT1_sgRNA-GFP_Cas9_p	GSE80136
GSM2113414	MUT1a	GSE80136
GSM2114336	A549_GFPkd_1	GSE80182
GSM2113420	H441_sgRNA-GFP_Cas9_p	GSE80136
GSM2114340	A549_PRMT5kd_2	GSE80182
GSM2113311	V3-62	GSE80126
GSM2113415	MUT1b	GSE80136
GSM1702629	H358_SC86	GSE69405
GSM1702607	H358_SC52	GSE69405
GSM1662731	Blood_Platelets_Lung-37	GSE68086
GSM1906393	neusRNA-seq mock(DMSO)-labeled IMR90hTert cells, (FBS) rep3	GSE73929-GSE73936
GSM2114342	A549_MEP50kd_1	GSE80182
GSM1613678	Bulk A549	GSE66053
GSM1702637	H358_SC96	GSE69405
GSM1702632	H358_SC90	GSE69405
GSM1906396	neusRNA-seq EU-labeled IMR90hTert cells, (SS) rep3	GSE73929-GSE73936
GSM1662730	Blood_Platelets_Lung-30	GSE68086
GSM2355680	9937_H1299-RNF-2	GSE88943
GSM1662725	Blood_Platelets_Lung-24-1	GSE68086
GSM2114343	A549_MEP50kd_2	GSE80182
GSM1662723	Blood_Platelets_Lung-20	GSE68086
GSM1702635	H358_SC94	GSE69405
GSM1702620	H358_SC73	GSE69405
GSM1702633	H358_SC91	GSE69405
GSM1702610	H358_SC57	GSE69405
GSM1662717	Blood_Platelets_Lung-08	GSE68086
GSM1662719	Blood_Platelets_Lung-14	GSE68086
GSM1267261	Norm6	GSE52463
GSM1376132	COPD lung tissue 3103-COPD	GSE57148
GSM1376101	COPD lung tissue 1809-COPD	GSE57148
GSM1376078	COPD lung tissue 090815N-COPD	GSE57148
GSM1376013	Normal lung tissue 2367-NOR	GSE57148
GSM1376131	COPD lung tissue 2981-COPD	GSE57148
GSM1376089	COPD lung tissue 1444-COPD	GSE57148
GSM1376031	Normal lung tissue 3287-NOR	GSE57148
GSM1376005	Normal lung tissue 1617-NOR	GSE57148
GSM1376110	COPD lung tissue 2216-COPD	GSE57148
GSM1376011	Normal lung tissue 223-NOR	GSE57148
GSM1376173	COPD lung tissue 964-COPD	GSE57148
GSM1376021	Normal lung tissue 300-NOR	GSE57148
GSM1376152	COPD lung tissue 4136-COPD	GSE57148
GSM1376068	Normal lung tissue 572-NOR	GSE57148
GSM1376061	Normal lung tissue 495-NOR	GSE57148
GSM1376026	Normal lung tissue 3161-NOR	GSE57148
GSM1376041	Normal lung tissue 3813-NOR	GSE57148
GSM1375991	Normal lung tissue 1264-NOR	GSE57148
GSM1376047	Normal lung tissue 4208-NOR	GSE57148
GSM1548064	A549 EHF-overexpressing clone 23 rep 4	GSE63397-GSE63400
GSM1548043	Calu-3 EHF siRNA rep2	GSE63397-GSE63400
GSM1888331	INSIP-1	GSE73189
GSM1957010	ESRP KD, rep1 (Paired-end)	GSE75489-GSE75492
GSM1957023	Control, rep2 (Paired-end)	GSE75491-GSE75492
GSM1970076	RNA3_MRC5_FD_2DPT	GSE75906-GSE75912
GSM1970078	RNA2_MRC5_N_2DPT	GSE75906-GSE75912
GSM1970082	RNA3_MRC5_NFD_2DPT	GSE75906-GSE75912
GSM1970080	RNA1_MRC5_NFD_2DPT	GSE75906-GSE75912
GSM1970081	RNA2_MRC5_NFD_2DPT	GSE75906-GSE75912
GSM1970068	RNA1_MRC5_NFD_1DPT	GSE75906-GSE75912
GSM1970063	RNA2_MRC5_FD_1DPT	GSE75906-GSE75912
GSM1970048	RNA2_MRC5_GFP_0.5DPT	GSE75906-GSE75912
GSM1970058	RNA3_MRC5_NFD_0.5DPT	GSE75906-GSE75912
GSM1970050	RNA1_MRC5_FD_0.5DPT	GSE75906-GSE75912
GSM1970047	RNA1_MRC5_GFP_0.5DPT	GSE75906-GSE75912
GSM1970051	RNA2_MRC5_FD_0.5DPT	GSE75906-GSE75912
GSM1970062	RNA1_MRC5_FD_1DPT	GSE75906-GSE75912
GSM1970059	RNA1_MRC5_GFP_1DPT	GSE75906-GSE75912
GSM1970057	RNA2_MRC5_NFD_0.5DPT	GSE75906-GSE75912
GSM1970064	RNA3_MRC5_FD_1DPT	GSE75906-GSE75912
GSM1970056	RNA1_MRC5_NFD_0.5DPT	GSE75906-GSE75912
GSM1970069	RNA2_MRC5_NFD_1DPT	GSE75906-GSE75912
GSM1970079	RNA3_MRC5_N_2DPT	GSE75906-GSE75912
GSM1970052	RNA3_MRC5_FD_0.5DPT	GSE75906-GSE75912
GSM1970075	RNA2_MRC5_FD_2DPT	GSE75906-GSE75912
GSM1970061	RNA3_MRC5_GFP_1DPT	GSE75906-GSE75912
GSM1970060	RNA2_MRC5_GFP_1DPT	GSE75906-GSE75912
GSM1970067	RNA3_MRC5_N_1DPT	GSE75906-GSE75912
GSM1970072	RNA2_MRC5_GFP_2DPT	GSE75906-GSE75912
GSM1970066	RNA2_MRC5_N_1DPT	GSE75906-GSE75912
GSM1970055	RNA3_MRC5_N_0.5DPT	GSE75906-GSE75912
GSM1970071	RNA1_MRC5_GFP_2DPT	GSE75906-GSE75912
GSM1970070	RNA3_MRC5_NFD_1DPT	GSE75906-GSE75912
GSM1970073	RNA3_MRC5_GFP_2DPT	GSE75906-GSE75912
GSM1970074	RNA1_MRC5_FD_2DPT	GSE75906-GSE75912
GSM1970054	RNA2_MRC5_N_0.5DPT	GSE75906-GSE75912
GSM1970077	RNA1_MRC5_N_2DPT	GSE75906-GSE75912
GSM1970053	RNA1_MRC5_N_0.5DPT	GSE75906-GSE75912
GSM1970065	RNA1_MRC5_N_1DPT	GSE75906-GSE75912
GSM1970049	RNA3_MRC5_GFP_0.5DPT	GSE75906-GSE75912
GSM1982256	A549_input	GSE76367
GSM2300447	A549 rep2	GSE86337
GSM2393509	A549 replicate 1	GSE89926
GSM2393510	A549 replicate 2	GSE89926
GSM2433125	s_072042	GSE92592
GSM2433104	s_133378	GSE92592
GSM2433108	s_258760	GSE92592
GSM2433109	s_186024	GSE92592
GSM2433102	s_254200	GSE92592
GSM2433103	s_152649	GSE92592
GSM2433100	s_111533	GSE92592
GSM2433101	s_131648	GSE92592
GSM2433106	s_133583	GSE92592
GSM2433107	s_022562	GSE92592
GSM2433105	s_263234	GSE92592
GSM2433119	s_269070	GSE92592
GSM2433118	s_191307	GSE92592
GSM2433111	s_284489	GSE92592
GSM2433113	s_228552	GSE92592
GSM2433112	s_059846	GSE92592
GSM2433117	s_116004	GSE92592
GSM2433128	s_098820	GSE92592
GSM2433129	s_298223	GSE92592
GSM2433124	s_074978	GSE92592
GSM2433126	s_221031	GSE92592
GSM2433127	s_202617	GSE92592
GSM2433120	s_164046	GSE92592
GSM2433121	s_046027	GSE92592
GSM2433122	s_058471	GSE92592
GSM2433123	s_138327	GSE92592
GSM2433133	s_265639	GSE92592
GSM2433132	s_089451	GSE92592
GSM2433131	s_104702	GSE92592
GSM2433130	s_020096	GSE92592
GSM2433136	s_205028	GSE92592
GSM2433135	s_261982	GSE92592
GSM2433134	s_280560	GSE92592
GSM2433115	s_280263	GSE92592
GSM2433116	s_149517	GSE92592
GSM2433098	s_282634	GSE92592
GSM2433099	s_039545	GSE92592
GSM2433114	s_137431	GSE92592
GSM1120308	polyA RNA sequencing of STL001 Lung Cells; polyA-RNA-seq_STL001LG_r1a	GSE16256
GSM2328323	Lu1405B.RNA-seq	GSE87340
GSM2328320	Lu1377A.RNA-seq	GSE87340
GSM2343558	total RNA-seq from upper lobe of left lung (ENCLB381WRT)	GSE88186
GSM2328307	Lu1031B.RNA-seq	GSE87340
GSM2328309	Lu1050B.RNA-seq	GSE87340
GSM2328308	Lu1050A.RNA-seq	GSE87340
GSM2072334	total RNA-seq from lung microvascular endothelial cell (ENCLB295ZZZ)	GSE78543
GSM2072335	total RNA-seq from lung microvascular endothelial cell (ENCLB296ZZZ)	GSE78543
GSM2072332	total RNA-seq from fibroblast of lung (ENCLB028ZZZ)	GSE78542
GSM2072333	total RNA-seq from fibroblast of lung (ENCLB029ZZZ)	GSE78542
GSM2328349	Lu2040B.RNA-seq	GSE87340
GSM2328348	Lu2040A.RNA-seq	GSE87340
GSM2328345	Lu1943B.RNA-seq	GSE87340
GSM2328344	Lu1943A.RNA-seq	GSE87340
GSM2328347	Lu2029B.RNA-seq	GSE87340
GSM2328346	Lu2029A.RNA-seq	GSE87340
GSM2328341	Lu1848B.RNA-seq	GSE87340
GSM2328340	Lu1848A.RNA-seq	GSE87340
GSM2328343	Lu1942B.RNA-seq	GSE87340
GSM2328342	Lu1942A.RNA-seq	GSE87340
GSM1101692	RNA-Seq (Total RNA) Fetal Lung, Right; RNA.RS18770	GSE18927
GSM1101691	RNA-Seq (Total RNA) Fetal Lung, Right; RNA.RS18769	GSE18927
GSM1101699	RNA-Seq (Total RNA) Fetal Lung, Left; RNA.RS19028	GSE18927
GSM1101693	RNA-Seq (Total RNA) Fetal Lung, Left; RNA.RS18771	GSE18927
GSM2344225	total RNA-seq from upper lobe of left lung (ENCLB692XZA)	GSE88579
GSM2072566	total RNA-seq from bronchus fibroblast of lung (ENCLB463QPI)	GSE78660
GSM2072565	total RNA-seq from bronchus fibroblast of lung (ENCLB333MHE)	GSE78660
GSM2343673	total RNA-seq from upper lobe of left lung (ENCLB837IVL)	GSE88254
GSM2328312	Lu106A.RNA-seq	GSE87340
GSM2328313	Lu106B.RNA-seq	GSE87340
GSM2328310	Lu1068A.RNA-seq	GSE87340
GSM2328311	Lu1068B.RNA-seq	GSE87340
GSM2328317	Lu1182B.RNA-seq	GSE87340
GSM2328314	Lu113A.RNA-seq	GSE87340
GSM2328315	Lu113B.RNA-seq	GSE87340
GSM2328318	Lu1321A.RNA-seq	GSE87340
GSM2328319	Lu1321C.RNA-seq	GSE87340
GSM1010946	polyA RNA sequencing of STL002 Lung Cells; polyA-RNA-seq_STL002LG_r1a	GSE16256
GSM2328306	Lu1031A.RNA-seq	GSE87340
GSM2072602	total RNA-seq from epithelial cell of alveolus of lung (ENCLB755HPY)	GSE78678
GSM2072601	total RNA-seq from epithelial cell of alveolus of lung (ENCLB088PVJ)	GSE78678
GSM2072389	total RNA-seq from lung (ENCLB189ZZZ)	GSE78570
GSM2072388	total RNA-seq from lung (ENCLB190ZZZ)	GSE78570
GSM2328316	Lu1182A.RNA-seq	GSE87340
GSM2328334	Lu1682A.RNA-seq	GSE87340
GSM2328335	Lu1682B.RNA-seq	GSE87340
GSM2328336	Lu1790A.RNA-seq	GSE87340
GSM2328337	Lu1790B.RNA-seq	GSE87340
GSM2328330	Lu1606A.RNA-seq	GSE87340
GSM2328331	Lu1606B.RNA-seq	GSE87340
GSM2328338	Lu1821A.RNA-seq	GSE87340
GSM2328358	Lu587A.RNA-seq	GSE87340
GSM2328359	Lu587B.RNA-seq	GSE87340
GSM2328357	Lu346B.RNA-seq	GSE87340
GSM2328354	Lu2502A.RNA-seq	GSE87340
GSM2328355	Lu2502B.RNA-seq	GSE87340
GSM2328352	Lu2499A.RNA-seq	GSE87340
GSM2343696	total RNA-seq from upper lobe of left lung (ENCLB308EJA)	GSE88267
GSM2328332	Lu1659A.RNA-seq	GSE87340
GSM2328333	Lu1659B.RNA-seq	GSE87340
GSM2328339	Lu1821B.RNA-seq	GSE87340
GSM2328329	Lu1518B.RNA-seq	GSE87340
GSM2328328	Lu1518A.RNA-seq	GSE87340
GSM2328322	Lu1405A.RNA-seq	GSE87340
GSM2328321	Lu1377B.RNA-seq	GSE87340
GSM2328327	Lu1479B.RNA-seq	GSE87340
GSM2328326	Lu1479A.RNA-seq	GSE87340
GSM2328325	Lu1450B.RNA-seq	GSE87340
GSM1101707	RNA-Seq (Total RNA) Fetal Lung, Right; RNA.RS19412	GSE18927
GSM1101709	RNA-Seq (Total RNA) Fetal Lung, Right; RNA.RS19414	GSE18927
GSM1101708	RNA-Seq (Total RNA) Fetal Lung, Left; RNA.RS19413	GSE18927
GSM2328356	Lu346A.RNA-seq	GSE87340
GSM2328353	Lu2499B.RNA-seq	GSE87340
GSM2328350	Lu2368A.RNA-seq	GSE87340
GSM2328351	Lu2368B.RNA-seq	GSE87340
GSM2071277	small RNA-seq from lung (ENCLB230ZZZ)	GSE78297
GSM2071278	small RNA-seq from lung (ENCLB229ZZZ)	GSE78297
GSM2328324	Lu1450A.RNA-seq	GSE87340
GSM2433110	s_102021	GSE92592
GSM1367787	A549-P-100	GSE56742
GSM1367788	A549/Abr	GSE56742
GSM1367785	A549-P-1	GSE56742
GSM1367786	A549-P-2	GSE56742
GSM1367789	A549/Abr-100	GSE56742
GSM2046307	SW900 transfected with 25 nM of negative miRNA control	GSE77229-GSE77230
GSM2046306	SW900 transfected with 25 nM of miR-193a-3p mimic	GSE77229-GSE77230
GSM2051665	H358 + GNF5	GSE77422
GSM2051661	PC9M + GNF5	GSE77422
GSM2051663	PC9M ABL1/ABL2 shRNAs	GSE77422
GSM2051664	H358 Control	GSE77422
GSM2051660	PC9M Control	GSE77422
GSM2051656	PC9 Control	GSE77422
GSM2051658	PC9 Scrambled shRNA	GSE77422
GSM2051662	PC9M Scrambled shRNA	GSE77422
GSM2051657	PC9 + GNF5	GSE77422
GSM2051659	PC9 ABL1/ABL2 shRNAs	GSE77422
GSM2183701	shPHF20_rep2	GSE82115
GSM2183697	shNT_rep1	GSE82115
GSM2183698	shNT_rep2	GSE82115
GSM2183699	shNT_rep3	GSE82115
GSM2183702	shPHF20_rep3	GSE82115
GSM2183700	shPHF20_rep1	GSE82115
GSM2214001	Control SL71047	GSE83717
GSM2213994	IPF SL32670	GSE83717
GSM2213997	IPF SL32677	GSE83717
GSM2213999	IPF SL32680	GSE83717
GSM2213995	IPF SL32671	GSE83717
GSM2213996	IPF SL32674	GSE83717
GSM2214003	Control SL71049	GSE83717
GSM2213998	IPF SL32679	GSE83717
GSM2214000	Control SL32683	GSE83717
GSM2214002	Control SL71048	GSE83717
GSM2214004	Control SL71050	GSE83717
GSM2462373	PDOX_Cryo_Exp_2_AD0184	GSE85534
GSM2462398	PDOX_Cryo_Exp_2_AD0246	GSE85534
GSM2462361	PDOX_Cryo_Exp_2_AD0163	GSE85534
GSM2462371	PDOX_Cryo_Exp_2_AD0181	GSE85534
GSM2462381	PDOX_Cryo_Exp_2_AD0205	GSE85534
GSM2462393	PDOX_Cryo_Exp_2_AD0233	GSE85534
GSM2462394	PDOX_Cryo_Exp_2_AD0234	GSE85534
GSM2462397	PDOX_Cryo_Exp_2_AD0242	GSE85534
GSM2462399	PDOX_Cryo_Exp_2_AD0247	GSE85534
GSM2462400	PDOX_Cryo_Exp_2_AD0251	GSE85534
GSM2462365	PDOX_Cryo_Exp_2_AD0171	GSE85534
GSM2462395	PDOX_Cryo_Exp_2_AD0236	GSE85534
GSM2462370	PDOX_Cryo_Exp_2_AD0180	GSE85534
GSM2462359	PDOX_Cryo_Exp_2_AD0160	GSE85534
GSM2462364	PDOX_Cryo_Exp_2_AD0169	GSE85534
GSM2462363	PDOX_Cryo_Exp_2_AD0165	GSE85534
GSM2462366	PDOX_Cryo_Exp_2_AD0172	GSE85534
GSM2462367	PDOX_Cryo_Exp_2_AD0177	GSE85534
GSM2462369	PDOX_Cryo_Exp_2_AD0179	GSE85534
GSM2462368	PDOX_Cryo_Exp_2_AD0178	GSE85534
GSM2462376	PDOX_Cryo_Exp_2_AD0196	GSE85534
GSM2462379	PDOX_Cryo_Exp_2_AD0201	GSE85534
GSM2462380	PDOX_Cryo_Exp_2_AD0203	GSE85534
GSM2462382	PDOX_Cryo_Exp_2_AD0206	GSE85534
GSM2462383	PDOX_Cryo_Exp_2_AD0209	GSE85534
GSM2462384	PDOX_Cryo_Exp_2_AD0211	GSE85534
GSM2462388	PDOX_Cryo_Exp_2_AD0221	GSE85534
GSM2462387	PDOX_Cryo_Exp_2_AD0219	GSE85534
GSM2462389	PDOX_Cryo_Exp_2_AD0223	GSE85534
GSM2462390	PDOX_Cryo_Exp_2_AD0224	GSE85534
GSM2462391	PDOX_Cryo_Exp_2_AD0228	GSE85534
GSM2462377	PDOX_Cryo_Exp_2_AD0197	GSE85534
GSM2462375	PDOX_Cryo_Exp_2_AD0189	GSE85534
GSM2462386	PDOX_Cryo_Exp_2_AD0218	GSE85534
GSM2462396	PDOX_Cryo_Exp_2_AD0240	GSE85534
GSM2462360	PDOX_Cryo_Exp_2_AD0161	GSE85534
GSM2462362	PDOX_Cryo_Exp_2_AD0164	GSE85534
GSM2462372	PDOX_Cryo_Exp_2_AD0183	GSE85534
GSM2462374	PDOX_Cryo_Exp_2_AD0185	GSE85534
GSM2462378	PDOX_Cryo_Exp_2_AD0199	GSE85534
GSM2462385	PDOX_Cryo_Exp_2_AD0217	GSE85534
GSM2462392	PDOX_Cryo_Exp_2_AD0232	GSE85534
GSM2309796	A549_KD_n1	GSE86874
GSM2309798	A549_KD_n3	GSE86874
GSM2309794	A549_Ctrl_n2	GSE86874
GSM2309795	A549_Ctrl_n3	GSE86874
GSM2309797	A549_KD_n2	GSE86874
GSM2309793	A549_Ctrl_n1	GSE86874
GSM2311012	Case3_Normal	GSE86958-GSE86959
GSM2311007	Case4_Tumor	GSE86958-GSE86959
GSM2311015	Case6_Normal	GSE86958-GSE86959
GSM2311014	Case5_Normal	GSE86958-GSE86959
GSM2311008	Case5_Tumor	GSE86958-GSE86959
GSM2311005	Case2_Tumor	GSE86958-GSE86959
GSM2311004	Case1_Tumor	GSE86958-GSE86959
GSM2311011	Case2_Normal	GSE86958-GSE86959
GSM2311006	Case3_Tumor	GSE86958-GSE86959
GSM2311009	Case6_Tumor	GSE86958-GSE86959
GSM2311010	Case1_Normal	GSE86958-GSE86959
GSM2311013	Case4_Normal	GSE86958-GSE86959
GSM2474592	IMR90 senescent 3	GSE94395
GSM2474589	IMR90 3	GSE94395
GSM2474588	IMR90 2	GSE94395
GSM2474590	IMR90 senescent 1	GSE94395
GSM2474587	IMR90 1	GSE94395
GSM2474591	IMR90 senescent 2	GSE94395
GSM2550461	IPF292_day21	GSE97038
GSM2550466	IPF329_day0	GSE97038
GSM2550469	IPF332_day21	GSE97038
GSM2550462	IPF293_day21	GSE97038
GSM2550458	HLF271_day0	GSE97038
GSM2550468	IPF332_day0	GSE97038
GSM2550465	HLF321_day21	GSE97038
GSM2550470	HLF330_day0	GSE97038
GSM2550459	HLF311_day0	GSE97038
GSM2550456	IPF292_day0	GSE97038
GSM2550467	IPF329_day21	GSE97038
GSM2550464	HLF311_day21	GSE97038
GSM2550471	HLF330_day21	GSE97038
GSM2550463	HLF271_day21	GSE97038
GSM2550460	HLF321_day0	GSE97038
GSM2550457	IPF293_day0	GSE97038
GSM1546556	PC9_RNA	GSE63356
GSM1546557	PC9_RNA_rep	GSE63356
GSM1546560	PC9R_RNA	GSE63356
GSM1546561	PC9R_RNA_rep	GSE63356
GSM1704487	PC9 cells	GSE69599
GSM1704488	PC9 cells treated with 0.1 uM gefitinib for 1 week	GSE69599
GSM1704489	PC9 cells treated with hypoxia (1% O2) for 1 week	GSE69599
GSM1704490	PC9 cells treated with 0.1 uM gefitinib in hypoxia for 1 week	GSE69599
GSM1704491	PC9 gefitinib resistant cells	GSE69599
GSM1704492	ALDH positive PC9 cells	GSE69599
GSM2204363	LA basal 1	GSE83492
GSM2204364	LA basal 2	GSE83492
GSM2204365	LA basal 3	GSE83492
GSM2204366	LA AT2 1	GSE83492
GSM2204367	LA AT2 2	GSE83492
GSM2204368	LA AT2 3	GSE83492
GSM2204369	LA luminal 1	GSE83492
GSM2204370	LA luminal 2	GSE83492
GSM2204371	LA luminal 3	GSE83492
GSM2204372	SA AT2 1	GSE83492
GSM2204373	SA AT2 2	GSE83492
GSM2204374	SA AT2 3	GSE83492
GSM2204375	SA luminal 1	GSE83492
GSM2204376	SA luminal 2	GSE83492
GSM2204377	SA luminal 3	GSE83492
GSM2204378	SA P9 1	GSE83492
GSM2204379	SA P9 2	GSE83492
GSM2204380	SA P9 3	GSE83492
GSM2359203	A549-C1 Combo [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359204	A549-C2 Combo [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359205	A549-C3 Combo [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359206	A549-D2 DMSO [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359207	A549-D3 DMSO [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359208	A549-D4 DMSO [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359209	A549-G1-7 GSK_7days [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359210	A549-G2 GSK [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359211	A549-G2-7 GSK_7days [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359212	A549-G3-7 GSK_7days [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359213	A549-G3 GSK [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359214	A549-G4 GSK [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359215	A549-T1 THZ1 [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359216	A549-T2 THZ1 [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359217	A549-T4 THZ1 [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359218	H3122-Co1 Combo [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359219	H3122-Co3 Combo [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359220	H3122-Co4 Combo [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359221	H3122-Cr2 Criz [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359222	H3122-Cr3 Criz [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359223	H3122-Cr4 Criz [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359224	H3122-D2 DMSO [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359225	H3122-D3 DMSO [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359226	H3122-D4 DMSO [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359227	H3122-H1 Criz_7days [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359228	H3122-H3 Criz_7days [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359229	H3122-H4 Criz_7days [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359230	H3122-T1 THZ1 [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359231	H3122-T2 THZ1 [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359232	H3122-T4 THZ1 [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359248	PC9-C1 Combo_THZ1_Erlo [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359249	PC9-C2 Combo_THZ1_Erlo [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359250	PC9-C3 Combo_THZ1_Erlo [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359251	PC9-D2 DMSO [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359252	PC9-D3 DMSO [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359253	PC9-D4 DMSO [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359254	PC9-E2 Erlo [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359255	PC9-E3 Erlo [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359256	PC9-E4 Erlo [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359257	PC9-P2 Erlo_7days [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359258	PC9-P3 Erlo_7days [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359259	PC9-P4 Erlo_7days [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359260	PC9-T2 THZ1 [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359261	PC9-T3 THZ1 [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2359262	PC9-T4 THZ1 [lab: Hammerman-DFCI]	GSE89127-GSE89129
GSM2433970	DMS114_Control	GSE92651
GSM2433974	DMS114_Resistant	GSE92651
GSM2453423	polyA mRNA RNA-seq from lung (ENCLB793NOU)	GSE93482
GSM2635900	Non-targeted clone 5	GSE99209
GSM2635903	Non-targeted clone 8	GSE99209
GSM2635905	Non-targeted clone 11	GSE99209
GSM2635908	miR-1343 deletion clone 4	GSE99209
GSM2635910	miR-1343 deletion clone 9	GSE99209
GSM2635913	miR-1343 deletion clone 12	GSE99209
GSM2635915	A549 replicate 1	GSE99209
GSM2635917	A549 replicate 2	GSE99209
GSM2635920	A549 replicate 3	GSE99209
GSM2690847	Unsorted bulk tumor cells - biological replicate 1	GSE100669
GSM2690848	Unsorted bulk tumor cells - biological replicate 2	GSE100669
GSM2690849	Bulk tumor cells depleted of mouse - biological replicate 1	GSE100669
GSM2690850	Bulk tumor cells depleted of mouse - biological replicate 2	GSE100669
GSM2690851	Bulk tumor cells depleted of mouse - biological replicate 3	GSE100669
GSM2690852	CD24+/CD184 high tumor cells - biological replicate 1	GSE100669
GSM2690853	CD24+/CD184 high tumor cells - biological replicate 2	GSE100669
GSM2690854	CD24+/CD184 high tumor cells - biological replicate 3	GSE100669
GSM2690855	CD24+/CD184 low tumor cells - biological replicate 1	GSE100669
GSM2690856	CD24+/CD184 low tumor cells - biological replicate 2	GSE100669
